Date,Average_price
104/11/04,73.7
104/11/05,78
104/11/06,89.6
104/11/07,82.5
104/11/09,82.9
104/11/10,69.5
104/11/11,56.4
104/11/12,61.7
104/11/13,56.7
104/11/14,55.4
104/11/16,54.4
104/11/17,60.1
104/11/19,61.2
104/11/20,62.6
104/11/21,48.4
104/11/23,65.2
104/11/24,72.6
104/11/25,77.3
104/11/26,77
104/11/27,100.3
104/11/28,113.5
104/11/30,104.7
104/12/01,90.2
104/12/02,104
104/12/03,85.8
104/12/04,99.2
104/12/05,88.4
104/12/07,85
104/12/08,78.7
104/12/09,67.4
104/12/10,53.1
104/12/11,66
104/12/12,50.4
104/12/14,65
104/12/15,67.1
104/12/16,75.3
104/12/17,62.9
104/12/18,104.6
104/12/19,84.4
104/12/20,90.1
104/12/22,100.3
104/12/23,77
104/12/24,76.9
104/12/25,68.6
104/12/26,71.8
104/12/28,84.4
104/12/29,71.9
104/12/30,84.8
104/12/31,58.5
105/01/01,63.1
105/01/04,83.9
105/01/05,60.8
105/01/06,56.7
105/01/07,74.1
105/01/08,64.1
105/01/09,80.8
105/01/11,87.1
105/01/12,70.8
105/01/13,63.2
105/01/14,58.5
105/01/15,51.6
105/01/16,45.9
105/01/18,62.9
105/01/19,96
105/01/20,97.5
105/01/21,98.7
105/01/22,124.5
105/01/23,135.2
105/01/26,254.2
105/01/27,270
105/01/28,262.7
105/01/29,246.7
105/01/30,279.4
105/02/01,268.2
105/02/02,248
105/02/03,323.3
105/02/04,290.6
105/02/05,297.3
105/02/06,282.4
105/02/07,257.3
105/02/13,292.9
105/02/14,272.3
105/02/15,267.4
105/02/16,279.1
105/02/17,321.1
105/02/18,329.4
105/02/19,320.1
105/02/20,300.3
105/02/22,249.8
105/02/23,208.9
105/02/24,219.7
105/02/25,182.2
105/02/26,155.9
105/02/27,164.6
105/02/29,159.4
105/03/01,171.5
105/03/02,200.2
105/03/03,178.3
105/03/04,232
105/03/05,177.7
105/03/07,166.3
105/03/08,105.6
105/03/09,150.2
105/03/10,147.6
105/03/11,174
105/03/12,209.7
105/03/14,197.5
105/03/15,204.5
105/03/16,232.6
105/03/17,211.2
105/03/18,209.1
105/03/19,204
105/03/21,237
105/03/22,214
105/03/23,222
105/03/24,200.2
105/03/25,202.6
105/03/26,254.8
105/03/28,345
105/03/29,248.4
105/03/30,265.1
105/03/31,240
105/04/01,199.5
105/04/02,176.1
105/04/04,218.6
105/04/05,272.9
105/04/06,172.7
105/04/07,226.4
105/04/08,169.6
105/04/09,240
105/04/11,145.6
105/04/12,110
105/04/13,176.4
105/04/14,243.2
105/04/15,254.7
105/04/16,227.7
105/04/18,258.9
105/04/19,279.4
105/04/20,272.2
105/04/21,215.9
105/04/22,210
105/04/23,229.2
105/04/25,239.9
105/04/26,262.6
105/04/27,257.8
105/04/28,198.7
105/04/29,202.9
105/04/30,187.6
105/05/02,229.7
105/05/03,245.8
105/05/04,202.9
105/05/05,166.9
105/05/06,134.9
105/05/07,97.6
105/05/09,112.7
105/05/10,86.7
105/05/11,89.9
105/05/12,97.4
105/05/13,85.4
105/05/14,64.7
105/05/16,70.7
105/05/17,68.1
105/05/18,101.1
105/05/19,87.2
105/05/20,71.3
105/05/21,66.6
105/05/23,79.6
105/05/24,79.7
105/05/25,85.5
105/05/26,110.1
105/05/27,143.7
105/05/28,102.7
105/05/30,74.4
105/05/31,85.2
105/06/01,97.9
105/06/02,106.4
105/06/03,99
105/06/04,122.6
105/06/06,144.1
105/06/07,138.4
105/06/08,149.4
105/06/09,123.3
105/06/10,146
105/06/11,156.5
105/06/13,146.7
105/06/14,124.8
105/06/15,131.4
105/06/16,163.9
105/06/17,180.1
105/06/18,180.6
105/06/20,149.8
105/06/21,148.2
105/06/22,139
105/06/23,148.1
105/06/24,139.3
105/06/25,134.2
105/06/27,122.6
105/06/28,114.1
105/06/29,116.5
105/06/30,133.8
105/07/01,118.4
105/07/02,100.9
105/07/04,78
105/07/05,44.4
105/07/06,49.2
105/07/07,61.7
105/07/08,81.2
105/07/11,73.2
105/07/12,118.2
105/07/13,135.1
105/07/14,141.1
105/07/15,101.6
105/07/16,95.5
105/07/18,121.2
105/07/19,125.8
105/07/20,129.7
105/07/21,142.5
105/07/22,131.5
105/07/25,111.7
105/07/26,106.4
105/07/27,108.3
105/07/28,97.3
105/07/29,111.7
105/07/30,106.6
105/08/01,113.9
105/08/02,119.2
105/08/03,133.6
105/08/04,156.9
105/08/05,164.8
105/08/06,188.9
105/08/08,189
105/08/09,136.9
105/08/10,147.7
105/08/11,140.8
105/08/12,150.7
105/08/15,203.7
105/08/16,250.5
105/08/17,213.8
105/08/18,271.7
105/08/19,0
105/08/20,258.5
105/08/22,217.7
105/08/23,244.9
105/08/24,239.5
105/08/25,198.9
105/08/26,176.6
105/08/29,181
105/08/30,180.8
105/08/31,187
105/09/01,199.9
105/09/02,246.4
105/09/05,306.7
105/09/06,269.9
105/09/07,242.9
105/09/08,247
105/09/09,262.6
105/09/10,282.2
105/09/12,260
105/09/13,241.1
105/09/14,192.1
105/09/16,176.2
105/09/17,197.4
105/09/19,217.2
105/09/20,214.8
105/09/21,231.1
105/09/22,216.7
105/09/23,204
105/09/24,191.2
105/09/26,165.6
105/09/27,149.5
105/09/29,165.4
105/09/30,140.8
105/10/01,117
105/10/03,130.4
105/10/04,113.6
105/10/05,118.3
105/10/06,114.7
105/10/07,112.1
105/10/08,84
105/10/11,153.5
105/10/12,154.4
105/10/13,149.6
105/10/14,168.5
105/10/15,156.2
105/10/17,195.1
105/10/18,189
105/10/19,164
105/10/20,137.4
105/10/21,124.6
105/10/22,106.2
105/10/24,106.7
105/10/25,98.5
105/10/26,98.4
105/10/27,82.5
105/10/28,87.1
105/10/29,112.4
105/10/31,98.7
105/11/01,94.1
105/11/02,97.6
105/11/03,105.7
105/11/04,117.6
105/11/05,111.8
105/11/07,96
105/11/08,110.7
105/11/09,121
105/11/10,119.5
105/11/11,134.7
105/11/12,137.3
105/11/14,152.5
105/11/15,201.9
105/11/16,214.7
105/11/17,231.6
105/11/18,226.8
105/11/19,177.2
105/11/21,149.5
105/11/22,97
105/11/23,86.2
105/11/24,76.2
105/11/25,102.8
105/11/26,117.1
105/11/28,88.9
105/11/29,84.2
105/11/30,114.9
105/12/01,134.4
105/12/02,123.4
105/12/03,164.3
105/12/05,144
105/12/06,114.6
105/12/07,110.9
105/12/08,106.1
105/12/09,83.9
105/12/10,94.7
105/12/12,80.1
105/12/13,107
105/12/14,96.8
105/12/15,111.7
105/12/16,105.3
105/12/17,109.3
105/12/19,127.7
105/12/20,132.1
105/12/21,98.5
105/12/22,95.6
105/12/23,97.2
105/12/24,108.9
105/12/26,90.6
105/12/27,90.2
105/12/28,82.7
105/12/29,101.7
105/12/30,97.7
105/12/31,68
106/01/02,88.4
106/01/03,83.1
106/01/04,78.8
106/01/05,79.1
106/01/06,77.9
106/01/07,62.7
106/01/09,58.5
106/01/10,67.2
106/01/11,74.2
106/01/12,70.2
106/01/13,110.7
106/01/14,85.3
106/01/16,106.8
106/01/17,113.9
106/01/18,99.5
106/01/19,106.9
106/01/21,121.9
106/01/22,128.7
106/01/23,105.1
106/01/24,95.7
106/01/25,80.8
106/01/26,135.6
106/01/27,131.6
106/02/02,126.6
106/02/03,118.2
106/02/04,118.8
106/02/06,128.3
106/02/07,148.9
106/02/08,172.9
106/02/09,196.7
106/02/10,210.3
106/02/11,265.4
106/02/12,218.4
106/02/13,184.2
106/02/14,221.5
106/02/16,232.8
106/02/17,256.3
106/02/18,265.3
106/02/20,267.2
106/02/21,252.2
106/02/22,237.6
106/02/23,177.9
106/02/24,157.4
106/02/25,187.4
106/02/28,180
106/03/01,196
106/03/02,223.7
106/03/03,244.3
106/03/04,176.3
106/03/06,156.5
106/03/07,148.9
106/03/08,154.9
106/03/09,139.2
106/03/10,144.9
106/03/11,130.7
106/03/13,148.6
106/03/14,156.1
106/03/15,157.9
106/03/16,157.7
106/03/17,168.3
106/03/18,155.6
106/03/20,176.3
106/03/21,188
106/03/22,213.4
106/03/23,183.7
106/03/24,154.2
106/03/25,130
106/03/27,166.6
106/03/28,185.5
106/03/29,174.9
106/03/30,170.6
106/03/31,151.3
106/04/01,162.6
106/04/02,170.2
106/04/03,245.5
106/04/06,250.6
106/04/07,235
106/04/08,196.8
106/04/10,160.2
106/04/11,123.3
106/04/12,170.9
106/04/13,186.8
106/04/14,169.9
106/04/15,139.4
106/04/17,146.1
106/04/18,127.2
106/04/19,123.3
106/04/20,140.9
106/04/21,139.1
106/04/22,136.1
106/04/24,194.3
106/04/25,166.1
106/04/26,169.4
106/04/27,220
106/04/28,241
106/04/29,221.6
106/05/01,220.2
106/05/02,241.2
106/05/03,187.4
106/05/04,245.5
106/05/05,122.2
106/05/06,141
106/05/08,198
106/05/09,157
106/05/10,141.8
106/05/11,151.3
106/05/12,184.5
106/05/13,171.8
106/05/15,151.1
106/05/16,134.6
106/05/17,182.6
106/05/18,169.1
106/05/19,230.9
106/05/20,210.3
106/05/22,198.7
106/05/23,216.4
106/05/24,219.2
106/05/25,213.8
106/05/26,233
106/05/27,242.3
106/05/29,224.9
106/05/30,201.7
106/06/01,187.4
106/06/02,169.6
106/06/03,172.1
106/06/05,158
106/06/06,122.7
106/06/07,127.1
106/06/08,135.8
106/06/09,146
106/06/10,154.3
106/06/12,166.6
106/06/13,171.2
106/06/14,182.9
106/06/15,170.7
106/06/16,160.7
106/06/17,196.7
106/06/19,213.2
106/06/20,177.2
106/06/21,193.2
106/06/22,190.1
106/06/23,177.9
106/06/24,174.8
106/06/26,163.5
106/06/27,171.3
106/06/28,174.8
106/06/29,178
106/06/30,186
106/07/01,225.1
106/07/03,194.9
106/07/04,209.3
106/07/05,197.1
106/07/06,193.2
106/07/07,194.9
106/07/08,190.5
106/07/10,188.8
106/07/11,203.8
106/07/12,195.9
106/07/13,179.3
106/07/14,157.7
106/07/17,231.4
106/07/18,163.4
106/07/19,221
106/07/20,212.6
106/07/21,213.2
106/07/22,170.8
106/07/24,174.4
106/07/25,136.4
106/07/26,140.9
106/07/27,141.8
106/07/28,125.5
106/07/29,94.7
106/07/31,178.9
106/08/01,141.6
106/08/02,121.3
106/08/03,122.8
106/08/04,128.6
106/08/05,101.4
106/08/07,123.5
106/08/08,128.5
106/08/09,116.6
106/08/10,124.9
106/08/11,146.1
106/08/14,154.5
106/08/15,182.9
106/08/16,176.5
106/08/17,174.9
106/08/18,158.1
106/08/19,157.4
106/08/21,125.2
106/08/22,162.5
106/08/23,163
106/08/24,167
106/08/25,217.3
106/08/26,235.5
106/08/27,220.8
106/08/28,168.3
106/08/31,278.3
106/09/01,278.5
106/09/02,221.6
106/09/04,192.4
106/09/05,162.5
106/09/06,161.3
106/09/07,178.2
106/09/08,184.7
106/09/11,158.6
106/09/12,138.4
106/09/13,127.2
106/09/14,127.5
106/09/15,143.5
106/09/16,163.9
106/09/18,151.3
106/09/19,166
106/09/20,165.5
106/09/21,178.3
106/09/22,179.2
106/09/23,136.5
106/09/25,154.4
106/09/26,147.3
106/09/27,162.4
106/09/28,138.7
106/09/29,131.9
106/09/30,115.3
106/10/02,147.4
106/10/03,108.8
106/10/05,192.9
106/10/06,156
106/10/07,165.3
106/10/10,150.2
106/10/11,119.4
106/10/12,136.7
106/10/13,99.6
106/10/14,79.9
106/10/16,75.4
106/10/17,88.7
106/10/18,91.2
106/10/19,117.5
106/10/20,132.7
106/10/21,141.6
106/10/23,145.1
106/10/24,149
106/10/25,150.3
106/10/26,180.8
106/10/27,168
106/10/28,168.8
106/10/30,193
106/10/31,214.4
106/11/01,210.4
106/11/02,177.5
106/11/03,178.7
106/11/04,189.1
106/11/06,186.1
106/11/07,202.2
106/11/08,162.7
106/11/09,239.3
106/11/10,235.6
106/11/11,142.8
106/11/13,249.9
106/11/14,224.1
106/11/15,212.5
106/11/16,223.5
106/11/17,155.2
106/11/18,160.1
106/11/20,141.5
106/11/21,126.9
106/11/22,144.7
106/11/23,159.4
106/11/24,135.9
106/11/25,125.1
106/11/27,129.1
106/11/28,96.7
106/11/29,100.9
106/11/30,125.5
106/12/01,110.8
106/12/02,160
106/12/04,149.1
106/12/05,187.7
106/12/06,162.8
106/12/07,141.5
106/12/08,129.6
106/12/09,150.6
106/12/11,143
106/12/12,136.6
106/12/13,114.2
106/12/14,228.1
106/12/15,139.3
106/12/16,133.3
106/12/18,158.4
106/12/19,198.6
106/12/20,184.7
106/12/21,170.3
106/12/22,140.8
106/12/23,135.1
106/12/25,153.3
106/12/26,112.8
106/12/27,118.5
106/12/28,165.6
106/12/29,150.3
106/12/30,131.2
107/01/02,128.7
107/01/03,147
107/01/04,153.8
107/01/05,104.3
107/01/06,101.8
107/01/08,81.7
107/01/09,116
107/01/10,110
107/01/11,97.6
107/01/12,100.6
107/01/13,118.4
107/01/15,129.2
107/01/16,155.6
107/01/17,149.1
107/01/18,173.2
107/01/19,134.2
107/01/20,148.6
107/01/22,139.1
107/01/23,111.7
107/01/24,141.7
107/01/25,97.6
107/01/26,123
107/01/27,88.2
107/01/29,91
107/01/30,78.8
107/01/31,104.7
107/02/01,126.2
107/02/02,144.5
107/02/03,133.2
107/02/05,208.8
107/02/06,269.8
107/02/07,230.1
107/02/09,263
107/02/10,254.5
107/02/11,191.1
107/02/12,144.9
107/02/13,95.1
107/02/14,74.4
107/02/15,91.4
107/02/21,103.7
107/02/22,116.7
107/02/23,96.6
107/02/24,112.3
107/02/26,120
107/02/27,122.7
107/02/28,113.3
107/03/01,71.9
107/03/02,78.2
107/03/03,73
107/03/05,60.8
107/03/06,55.6
107/03/07,60.4
107/03/08,61.3
107/03/09,68.1
107/03/10,62.5
107/03/12,84.4
107/03/13,74.7
107/03/14,116.5
107/03/15,144.8
107/03/16,101.9
107/03/17,83.7
107/03/19,96.6
107/03/20,82.5
107/03/21,110.6
107/03/22,104.8
107/03/23,114.9
107/03/24,112.5
107/03/26,125.5
107/03/27,107.9
107/03/28,93.8
107/03/29,112.8
107/03/30,94.7
107/03/31,102.7
107/04/02,115.5
107/04/03,141.5
107/04/04,180
107/04/06,180
107/04/07,158
107/04/09,150.3
107/04/10,126
107/04/11,111.5
107/04/12,122.9
107/04/13,81.8
107/04/14,86.6
107/04/16,87.4
107/04/17,125.5
107/04/18,118.1
107/04/19,128.3
107/04/20,134.7
107/04/21,99.3
107/04/23,107.2
107/04/24,88.8
107/04/25,74.9
107/04/26,61.8
107/04/27,66.2
107/04/28,84
107/04/30,101.9
107/05/01,134.7
107/05/02,105.1
107/05/03,107.6
107/05/04,105.9
107/05/05,98.2
107/05/07,97.6
107/05/08,101.4
107/05/09,112
107/05/10,104.2
107/05/11,135.6
107/05/12,117.5
107/05/14,142.6
107/05/15,185.6
107/05/16,203.2
107/05/17,226
107/05/18,207.5
107/05/19,193.6
107/05/21,196.7
107/05/22,156.5
107/05/23,166
107/05/24,199.2
107/05/25,251.1
107/05/26,290
107/05/28,295.1
107/05/29,213.2
107/05/30,169.4
107/05/31,131.7
107/06/01,115.3
107/06/02,160.6
107/06/04,135
107/06/05,138
107/06/06,165.1
107/06/07,163.5
107/06/08,170
107/06/09,152.9
107/06/11,150.8
107/06/12,163.7
107/06/13,186.8
107/06/14,179
107/06/15,203.6
107/06/16,174.6
107/06/19,180.7
107/06/20,166.1
107/06/21,169.6
107/06/22,166.8
107/06/23,158.9
107/06/25,167.8
107/06/26,169.8
107/06/27,161.8
107/06/28,147.4
107/06/29,144.3
107/06/30,131.6
107/07/02,126.6
107/07/03,117.4
107/07/04,107.2
107/07/05,124.3
107/07/06,186.5
107/07/07,171.9
107/07/09,165.7
107/07/10,164.7
107/07/11,185.1
107/07/12,152.6
107/07/13,159.4
107/07/16,134.5
107/07/17,124.9
107/07/18,145.7
107/07/19,137.7
107/07/20,142.2
107/07/21,125.7
107/07/23,109.8
107/07/24,131.6
107/07/25,134.1
107/07/26,148.5
107/07/27,142
107/07/30,155
107/07/31,165.9
107/08/01,225.5
107/08/02,192.7
107/08/03,146.9
107/08/06,181
107/08/07,188.1
107/08/08,196.5
107/08/09,178.7
107/08/10,157.4
107/08/11,147.6
107/08/13,170.9
107/08/14,187
107/08/15,188.9
107/08/16,203.3
107/08/17,196
107/08/20,186.5
107/08/21,182.6
107/08/22,147.9
107/08/23,178.2
107/08/24,172.6
107/08/25,156.7
107/08/27,152.7
107/08/28,161.5
107/08/29,154.5
107/08/30,146.5
107/08/31,123.6
107/09/03,133.9
107/09/04,122.3
107/09/05,91.2
107/09/06,96.9
107/09/07,103.1
107/09/08,139
107/09/10,160.3
107/09/11,155.5
107/09/12,152.2
107/09/13,157.8
107/09/14,159.7
107/09/15,172.7
107/09/17,202.9
107/09/18,201.1
107/09/19,224.3
107/09/20,202.7
107/09/21,198.2
107/09/22,180.3
107/09/25,166.4
107/09/26,199.2
107/09/27,182.3
107/09/28,181.6
107/09/29,187.1
107/10/01,181.7
107/10/02,173
107/10/03,182.7
107/10/04,189.1
107/10/05,191.1
107/10/06,175.3
107/10/08,170.7
107/10/09,174.4
107/10/11,162.2
107/10/12,169
107/10/13,175.7
107/10/15,210.7
107/10/16,222.7
107/10/17,225.2
107/10/18,251.3
107/10/19,266.3
107/10/20,273.1
107/10/22,267.7
107/10/23,281.8
107/10/24,294.8
107/10/25,306.4
107/10/26,301.7
107/10/27,286.1
107/10/29,264.7
107/10/30,286.2
107/10/31,260.7
107/11/01,273
107/11/02,277.4
107/11/03,255.9
107/11/05,220.8
107/11/06,176.4
107/11/07,153
107/11/08,153.7
107/11/09,147.8
107/11/10,114
107/11/12,118.2
107/11/13,157
107/11/14,183
107/11/15,183.5
107/11/16,124.3
107/11/17,139.5
107/11/19,120.2
107/11/20,138.5
107/11/21,98.7
107/11/22,92.4
107/11/23,96.4
107/11/24,80.4
107/11/26,88
107/11/27,97
107/11/28,105.8
107/11/29,141.3
107/11/30,146.1
107/12/01,122.1
107/12/03,75.6
107/12/04,79.1
107/12/05,72.2
107/12/06,64.4
107/12/07,70.1
107/12/08,66.5
107/12/10,68.7
107/12/11,73
107/12/12,58.7
107/12/13,69.9
107/12/14,85.5
107/12/15,64.7
107/12/17,80.8
107/12/18,89.3
107/12/19,86.7
107/12/20,105
107/12/21,95.8
107/12/22,95.2
107/12/24,90.8
107/12/25,88.1
107/12/26,89.2
107/12/27,71.9
107/12/28,63.6
107/12/29,64.2
107/12/31,63.1
108/01/01,67.3
108/01/02,74
108/01/03,78.8
108/01/04,86
108/01/05,110.7
108/01/07,99.8
108/01/08,135
108/01/09,103.2
108/01/10,103.9
108/01/11,109.2
108/01/12,99.6
108/01/14,119.6
108/01/15,164.4
108/01/16,158.3
108/01/17,133.2
108/01/18,146.1
108/01/19,143.6
108/01/21,175.4
108/01/22,169.4
108/01/23,176.5
108/01/24,146.8
108/01/25,183.9
108/01/26,158.3
108/01/28,147.5
108/01/29,160.4
108/01/30,187.6
108/01/31,167.2
108/02/01,176.6
108/02/02,202.8
108/02/03,230.3
108/02/04,83.9
108/02/10,114.9
108/02/11,132.9
108/02/12,146.6
108/02/13,166.7
108/02/14,181.2
108/02/16,214.1
108/02/17,150.2
108/02/18,144.1
108/02/19,128.7
108/02/21,157.6
108/02/22,142.9
108/02/23,140.1
108/02/25,156
108/02/26,206.3
108/02/27,169.5
108/02/28,186.2
108/03/01,176.3
108/03/02,174.7
108/03/04,141.8
108/03/05,153.3
108/03/06,129.7
108/03/07,136.8
108/03/08,157.6
108/03/09,172.5
108/03/11,175.8
108/03/12,159.1
108/03/13,179
108/03/14,177.8
108/03/15,185.1
108/03/16,179.8
108/03/18,182.6
108/03/19,178.8
108/03/20,184.6
108/03/21,142.4
108/03/22,165
108/03/23,141
108/03/25,148.2
108/03/26,156.5
108/03/27,151.3
108/03/28,144.8
108/03/29,175.9
108/03/30,140
108/04/01,222.9
108/04/02,233
108/04/03,195.1
108/04/04,211.4
108/04/05,231.4
108/04/08,198.7
108/04/09,269.6
108/04/10,261.7
108/04/11,249.3
108/04/12,223.7
108/04/13,195.2
108/04/15,199.8
108/04/16,197.5
108/04/17,201.1
108/04/18,190.4
108/04/19,164.3
108/04/20,170
108/04/22,206.9
108/04/23,207.8
108/04/24,256.3
108/04/25,254.3
108/04/26,304.8
108/04/27,0
108/04/29,350.6
108/04/30,327.7
108/05/01,310.5
108/05/02,308.1
108/05/03,279.9
108/05/04,263.9
108/05/06,289.5
108/05/07,255.5
108/05/08,250.2
108/05/09,239.7
108/05/10,213.3
108/05/11,174.9
108/05/13,180.5
108/05/14,212.5
108/05/15,217.1
108/05/16,201.2
108/05/17,179.9
108/05/18,154.2
108/05/20,152.3
108/05/21,181.9
108/05/22,187.4
108/05/23,195.4
108/05/24,187.2
108/05/25,180.1
108/05/27,189.1
108/05/28,171.6
108/05/29,159.1
108/05/30,199.1
108/05/31,205.2
108/06/01,216.8
108/06/03,240.1
108/06/04,190
108/06/05,166.6
108/06/06,126.7
108/06/07,108.7
108/06/10,77.3
108/06/11,68.3
108/06/12,61.5
108/06/13,80.5
108/06/14,93
108/06/15,149.4
108/06/17,151.5
108/06/18,125.9
108/06/19,99.2
108/06/20,119.8
108/06/21,111
108/06/22,92
108/06/24,76.7
108/06/25,87.5
108/06/26,123
108/06/27,147.1
108/06/28,163.6
108/06/29,120.1
108/07/01,97.7
108/07/02,74
108/07/03,82.4
108/07/04,63.9
108/07/05,65.8
108/07/08,71.1
108/07/09,70.2
108/07/10,73.1
108/07/11,96.6
108/07/12,96.8
108/07/13,128.5
108/07/15,175.4
108/07/16,176.9
108/07/17,176.4
108/07/18,148.9
108/07/19,138.1
108/07/22,176.1
108/07/23,213.2
108/07/24,234.1
108/07/25,237.9
108/07/26,264.2
108/07/27,247.4
108/07/29,237.4
108/07/30,171.9
108/07/31,128.3
108/08/01,127.4
108/08/02,144.7
108/08/05,128.1
108/08/06,91.6
108/08/07,92.6
108/08/08,84.6
108/08/09,96.3
108/08/10,81.6
108/08/12,127
108/08/13,93.7
108/08/14,117.5
108/08/15,112.9
108/08/16,132.9
108/08/19,143.8
108/08/20,118.6
108/08/21,143.4
108/08/22,143
108/08/23,151
108/08/24,135.9
108/08/26,147
108/08/27,130.6
108/08/28,111
108/08/29,130.9
108/08/30,143.3
108/08/31,187.8
108/09/02,203.7
108/09/03,253.3
108/09/04,269
108/09/05,220.2
108/09/06,188.9
108/09/07,190.3
108/09/09,232
108/09/10,241.3
108/09/11,250.3
108/09/12,273.3
108/09/13,272.6
108/09/16,279.8
108/09/17,265.2
108/09/18,235.5
108/09/19,254.4
108/09/20,242.8
108/09/21,235
108/09/23,231.2
108/09/24,230.1
108/09/25,270.8
108/09/26,204.6
108/09/27,199.3
108/09/28,186
108/09/30,202.1
108/10/01,221.1
108/10/02,185.7
108/10/03,174.9
108/10/04,189.8
108/10/05,218.3
108/10/07,277.5
108/10/08,248.6
108/10/09,254.5
108/10/11,278.3
108/10/12,200.2
108/10/14,237.2
108/10/15,256.1
108/10/16,242.5
108/10/17,277.9
108/10/18,275.9
108/10/21,305.5
108/10/22,310
108/10/23,286.6
108/10/24,274
108/10/25,259.8
108/10/26,228.3
108/10/28,232.5
108/10/29,224.6
108/10/30,225.9
108/10/31,291.5
108/11/01,283.2
108/11/02,254.4
108/11/04,273.8
108/11/05,229.8
108/11/06,210
108/11/07,186.9
108/11/08,169.9
108/11/09,215.3
108/11/11,198.7
108/11/12,226.8
108/11/13,212.6
108/11/14,238.1
108/11/15,236.8
108/11/18,213.2
108/11/19,174.4
108/11/20,159.7
108/11/21,160.9
108/11/22,137.8
108/11/23,110.4
108/11/25,96.2
108/11/26,89
108/11/27,95.6
108/11/28,88.2
108/11/29,78.7
108/11/30,116.9
108/12/02,119.3
108/12/03,99.4
108/12/04,91.3
108/12/05,90.2
108/12/06,105.4
108/12/07,129.5
108/12/09,127.8
108/12/10,129.2
108/12/11,137.6
108/12/12,150.5
108/12/13,138.4
108/12/14,145.4
108/12/16,160.5
108/12/17,160.2
108/12/18,164.6
108/12/19,169.2
108/12/20,174
108/12/21,136.5
108/12/23,115
108/12/24,105.5
108/12/25,90.1
108/12/26,89.3
108/12/27,110.8
108/12/28,93.7
108/12/30,121.8
108/12/31,116.3
109/01/02,98
109/01/03,104
109/01/04,100.3
109/01/06,118.3
109/01/07,110.7
109/01/08,104.9
109/01/09,134
109/01/10,126
109/01/11,120
109/01/13,141.9
109/01/14,127.9
109/01/16,141.9
109/01/17,133.7
109/01/18,120.5
109/01/19,106.3
109/01/20,111.2
109/01/21,93.6
109/01/22,75.3
109/01/23,149.1
109/01/24,126.8
109/01/30,156.7
109/01/31,109.9
109/02/01,97.3
109/02/03,144.2
109/02/04,172.6
109/02/05,176.6
109/02/06,199.4
109/02/07,149.3
109/02/08,133.8
109/02/10,115.7
109/02/11,107.6
109/02/12,97.9
109/02/13,82.8
109/02/14,85.8
109/02/15,110.6
109/02/17,108.6
109/02/18,123.5
109/02/19,91
109/02/20,116.8
109/02/21,126.6
109/02/22,192.4
109/02/24,220.6
109/02/25,243.2
109/02/26,280
109/02/27,290.6
109/02/28,287.5
109/03/02,269.2
109/03/03,212.5
109/03/04,188.9
109/03/05,191
109/03/06,153.6
109/03/07,161.1
109/03/09,175.9
109/03/10,171.5
109/03/11,110.3
109/03/12,145
109/03/13,106.6
109/03/14,131
109/03/16,192.3
109/03/17,223.4
109/03/18,181.3
109/03/19,174.4
109/03/20,154.8
109/03/21,177.6
109/03/23,195.2
109/03/24,163.6
109/03/25,236
109/03/26,223.8
109/03/27,270
109/03/31,213
109/04/03,108.6
109/04/06,166.4
109/04/07,269
109/04/08,158.3
109/04/09,182.1
109/04/10,201.5
109/04/11,174.5
109/04/13,135.6
109/04/14,180.4
109/04/15,159.2
109/04/16,129.8
109/04/17,159
109/04/18,152.5
109/04/20,153.4
109/04/21,151.2
109/04/22,154.5
109/04/23,150
109/04/24,152.6
109/04/25,112.3
109/04/27,111.1
109/04/28,104.2
109/04/29,104.1
109/04/30,89
109/05/01,83.4
109/05/02,67.9
109/05/04,78.2
109/05/05,120.4
109/05/06,98.8
109/05/07,69.1
109/05/08,71.8
109/05/09,72.1
109/05/11,112.1
109/05/12,153.7
109/05/13,180
109/05/15,230
109/05/16,300
109/05/18,201.1
109/05/19,202.5
109/05/20,179.3
109/05/21,135.9
109/05/22,189.3
109/05/23,169.5
109/05/25,142.6
109/05/26,156.5
109/05/27,144.4
109/05/28,142.3
109/05/29,142.3
109/05/30,139.6
109/06/01,152.2
109/06/03,175.1
109/06/04,201.4
109/06/05,134.6
109/06/06,100.7
109/06/08,117.2
109/06/09,156.2
109/06/10,177.5
109/06/11,175.7
109/06/12,174
109/06/13,169.6
109/06/15,192.6
109/06/16,192.2
109/06/17,175.8
109/06/18,178.6
109/06/19,187.2
109/06/20,168.2
109/06/22,164.5
109/06/23,149
109/06/24,135.4
109/06/25,159.2
109/06/26,155.5
109/06/29,164.2
109/06/30,180.7
109/07/01,192.8
109/07/02,145.8
109/07/03,170.2
109/07/04,169.7
109/07/06,187.1
109/07/07,203.3
109/07/08,240.3
109/07/09,226.9
109/07/10,207.3
109/07/13,177.6
109/07/14,162.3
109/07/15,162.9
109/07/16,107.4
109/07/17,158.4
109/07/18,222.8
109/07/20,228.5
109/07/21,206
109/07/22,236.3
109/07/23,324
109/07/24,293.8
109/07/27,276.4
109/07/28,235.4
109/07/29,234.3
109/07/30,0
109/07/31,165
109/08/01,167.6
109/08/03,167.3
109/08/04,186.3
109/08/05,183.5
109/08/06,193.3
109/08/07,215.3
109/08/10,238.5
109/08/11,279.2
109/08/12,372.7
109/08/13,366.5
109/08/14,333.3
109/08/15,246
109/08/17,205.4
109/08/18,203.4
109/08/19,158.4
109/08/20,156.2
109/08/21,166.3
109/08/22,161.6
