Date,Average_price
093/08/28,130
093/08/29,125
093/08/30,130
093/09/02,154
093/09/03,178
093/09/04,152
093/09/06,124
093/09/07,140
093/09/08,122
093/09/09,115
093/09/10,130
093/09/11,161
093/09/12,168
093/09/13,197
093/09/14,201
093/09/16,225
093/09/17,255
093/09/18,209
093/09/20,153
093/09/21,205
093/09/22,229
093/09/23,221
093/09/24,218
093/09/25,217
093/09/26,215
093/09/27,217
093/09/28,229
093/10/01,243
093/10/02,253
093/10/04,200
093/10/05,219
093/10/06,244
093/10/07,257
093/10/08,248
093/10/09,229
093/10/11,212
093/10/12,211
093/10/13,214
093/10/14,224
093/10/15,239
093/10/16,211
093/10/18,218
093/10/19,218
093/10/20,221
093/10/21,199
093/10/22,202
093/10/23,167
093/10/25,154
093/10/26,178
093/10/27,151
093/10/28,151
093/10/29,136
093/10/30,157
093/11/01,166
093/11/02,190
093/11/03,156
093/11/04,150
093/11/05,151
093/11/06,156
093/11/08,148
093/11/09,145
093/11/10,147
093/11/11,145
093/11/12,164
093/11/13,143
093/11/15,168
093/11/16,184
093/11/17,205
093/11/18,204
093/11/19,196
093/11/20,213
093/11/22,203
093/11/23,225
093/11/24,214
093/11/25,187
093/11/26,176
093/11/27,200
093/11/29,137
093/11/30,140
093/12/01,157
093/12/02,160
093/12/03,164
093/12/04,129
093/12/07,107
093/12/08,114
093/12/09,113
093/12/10,142
093/12/11,143
093/12/12,141
093/12/14,136
093/12/15,135
093/12/16,136
093/12/17,112
093/12/18,104
093/12/19,77
093/12/20,100
093/12/21,104
093/12/22,117
093/12/23,107
093/12/24,110
093/12/25,89
093/12/26,74
093/12/29,71
093/12/30,85
093/12/31,73
094/01/01,74
094/01/03,82
094/01/04,104
094/01/05,117
094/01/06,120
094/01/07,97
094/01/08,86
094/01/09,97
094/01/10,96
094/01/12,97
094/01/13,91
094/01/14,80
094/01/15,94
094/01/17,90
094/01/18,125
094/01/19,113
094/01/20,117
094/01/21,114
094/01/22,118
094/01/23,94
094/01/24,99
094/01/26,97
094/01/27,79
094/01/28,82
094/01/29,77
094/01/30,72
094/01/31,77
094/02/01,69
094/02/02,88
094/02/03,124
094/02/04,127
094/02/05,154
094/02/06,139
094/02/07,159
094/02/08,154
094/02/13,80
094/02/14,107
094/02/15,132
094/02/16,123
094/02/17,99
094/02/19,94
094/02/20,108
094/02/21,161
094/02/22,154
094/02/23,161
094/02/26,144
094/02/27,132
094/02/28,133
094/03/01,137
094/03/02,129
094/03/03,151
094/03/04,160
094/03/05,170
094/03/07,211
094/03/08,230
094/03/09,216
094/03/10,200
094/03/11,183
094/03/12,208
094/03/14,203
094/03/15,206
094/03/16,201
094/03/17,176
094/03/18,147
094/03/19,136
094/03/21,134
094/03/22,162
094/03/23,172
094/03/24,145
094/03/25,164
094/03/26,165
094/03/28,158
094/03/29,153
094/03/30,123
094/03/31,107
094/04/01,113
094/04/02,84
094/04/03,86
094/04/04,108
094/04/05,121
094/04/07,140
094/04/08,132
094/04/09,122
094/04/12,101
094/04/13,92
094/04/14,109
094/04/15,106
094/04/16,108
094/04/18,97
094/04/19,83
094/04/20,66
094/04/21,121
094/04/22,121
094/04/23,107
094/04/25,113
094/04/26,105
094/04/27,105
094/04/28,139
094/04/29,150
094/04/30,120
094/05/02,141
094/05/03,129
094/05/04,113
094/05/05,107
094/05/06,106
094/05/07,105
094/05/08,91
094/05/10,83
094/05/11,107
094/05/12,127
094/05/13,149
094/05/14,127
094/05/16,97
094/05/17,71
094/05/18,75
094/05/19,93
094/05/20,102
094/05/21,97
094/05/23,123
094/05/24,135
094/05/25,125
094/05/26,103
094/05/27,82
094/05/28,81
094/05/30,75
094/05/31,89
094/06/01,139
094/06/02,145
094/06/03,136
094/06/04,113
094/06/06,148
094/06/07,124
094/06/08,91
094/06/09,114
094/06/10,148
094/06/11,166
094/06/14,168
094/06/15,163
094/06/16,185
094/06/17,198
094/06/18,174
094/06/20,207
094/06/21,193
094/06/22,179
094/06/23,184
094/06/24,212
094/06/25,208
094/06/27,191
094/06/28,177
094/06/29,193
094/06/30,198
094/07/01,192
094/07/02,188
094/07/04,178
094/07/05,146
094/07/06,124
094/07/07,145
094/07/08,127
094/07/09,138
094/07/11,131
094/07/12,132
094/07/13,125
094/07/14,122
094/07/15,132
094/07/16,127
094/07/18,138
094/07/19,197
094/07/20,157
094/07/21,141
094/07/22,130
094/07/23,143
094/07/26,145
094/07/27,166
094/07/28,167
094/07/29,151
094/07/30,122
094/07/31,102
094/08/01,122
094/08/02,138
094/08/03,130
094/08/04,142
094/08/05,127
094/08/06,131
094/08/08,127
094/08/09,143
094/08/10,142
094/08/11,135
094/08/12,115
094/08/13,124
094/08/16,120
094/08/17,105
094/08/18,127
094/08/19,132
094/08/22,139
094/08/23,132
094/08/24,127
094/08/25,119
094/08/26,115
094/08/27,125
094/08/29,118
094/08/30,105
094/08/31,129
094/09/01,130
094/09/02,107
094/09/03,124
094/09/05,127
094/09/06,137
094/09/07,147
094/09/08,147
094/09/09,142
094/09/10,150
094/09/12,139
094/09/13,145
094/09/14,155
094/09/15,131
094/09/16,117
094/09/17,127
094/09/18,131
094/09/21,101
094/09/22,111
094/09/23,131
094/09/24,133
094/09/26,113
094/09/27,127
094/09/28,136
094/09/29,135
094/09/30,132
094/10/01,144
094/10/02,139
094/10/04,125
094/10/05,99
094/10/06,116
094/10/07,137
094/10/08,121
094/10/10,120
094/10/11,124
094/10/12,140
094/10/13,152
094/10/14,175
094/10/15,192
094/10/16,212
094/10/18,205
094/10/19,232
094/10/20,252
094/10/21,236
094/10/22,230
094/10/24,221
094/10/25,204
094/10/26,220
094/10/27,202
094/10/28,198
094/10/29,163
094/10/31,143
094/11/01,137
094/11/02,136
094/11/03,113
094/11/04,110
094/11/05,114
094/11/07,86
094/11/08,105
094/11/09,117
094/11/10,132
094/11/11,116
094/11/12,101
094/11/14,106
094/11/15,127
094/11/16,103
094/11/17,106
094/11/18,104
094/11/19,115
094/11/21,108
094/11/22,82
094/11/23,84
094/11/24,89
094/11/25,83
094/11/26,106
094/11/28,108
094/11/29,105
094/11/30,106
094/12/01,106
094/12/02,118
094/12/03,116
094/12/05,125
094/12/06,108
094/12/07,134
094/12/08,188
094/12/09,155
094/12/10,164
094/12/12,165
094/12/13,202
094/12/14,189
094/12/15,186
094/12/16,225
094/12/17,234
094/12/18,204
094/12/19,222
094/12/20,189
094/12/21,184
094/12/22,149
094/12/23,138
094/12/24,109
094/12/25,143
094/12/28,112
094/12/29,124
094/12/30,103
094/12/31,125
095/01/02,122
095/01/03,137
095/01/04,144
095/01/05,156
095/01/06,117
095/01/07,123
095/01/09,125
095/01/10,130
095/01/11,156
095/01/12,170
095/01/13,161
095/01/14,143
095/01/16,143
095/01/17,149
095/01/18,157
095/01/19,147
095/01/20,153
095/01/21,171
095/01/22,157
095/01/23,175
095/01/24,185
095/01/25,156
095/01/26,138
095/01/27,125
095/01/28,94
095/02/03,109
095/02/04,110
095/02/05,96
095/02/06,121
095/02/08,130
095/02/09,129
095/02/10,119
095/02/11,118
095/02/12,136
095/02/13,132
095/02/14,108
095/02/16,117
095/02/17,124
095/02/18,112
095/02/20,106
095/02/21,109
095/02/22,103
095/02/23,99
095/02/24,108
095/02/25,85
095/02/27,104
095/02/28,89
095/03/01,87
095/03/02,101
095/03/03,134
095/03/04,138
095/03/06,119
095/03/07,103
095/03/08,88
095/03/09,79
095/03/10,77
095/03/11,90
095/03/13,77
095/03/14,57
095/03/15,84
095/03/16,104
095/03/17,87
095/03/18,76
095/03/20,80
095/03/21,90
095/03/22,89
095/03/23,88
095/03/24,85
095/03/25,97
095/03/27,88
095/03/28,67
095/03/29,60
095/03/30,107
095/03/31,103
095/04/01,112
095/04/02,66
095/04/03,69
095/04/04,58
095/04/05,82
095/04/07,74
095/04/08,98
095/04/10,91
095/04/11,90
095/04/12,70
095/04/13,75
095/04/14,71
095/04/15,67
095/04/17,87
095/04/18,148
095/04/19,154
095/04/20,112
095/04/21,117
095/04/22,114
095/04/24,130
095/04/25,143
095/04/26,116
095/04/27,73
095/04/28,67
095/04/29,85
095/05/01,70
095/05/02,76
095/05/03,69
095/05/04,77
095/05/05,74
095/05/06,71
095/05/08,57
095/05/09,61
095/05/10,73
095/05/11,71
095/05/12,61
095/05/13,99
095/05/14,99
095/05/17,97
095/05/18,140
095/05/19,117
095/05/20,109
095/05/22,95
095/05/23,81
095/05/24,87
095/05/25,85
095/05/26,108
095/05/27,99
095/05/29,100
095/05/30,155
095/05/31,151
095/06/02,154
095/06/03,145
095/06/05,151
095/06/06,149
095/06/07,147
095/06/08,135
095/06/09,143
095/06/10,183
095/06/12,165
095/06/13,163
095/06/14,148
095/06/15,146
095/06/16,132
095/06/17,107
095/06/19,73
095/06/20,113
095/06/21,159
095/06/22,156
095/06/23,128
095/06/24,126
095/06/26,135
095/06/27,147
095/06/28,120
095/06/29,122
095/06/30,120
095/07/01,116
095/07/03,131
095/07/04,135
095/07/05,110
095/07/06,88
095/07/07,110
095/07/08,121
095/07/10,129
095/07/11,135
095/07/12,158
095/07/13,161
095/07/14,152
095/07/15,131
095/07/18,152
095/07/19,151
095/07/20,157
095/07/21,179
095/07/22,178
095/07/24,178
095/07/25,146
095/07/26,140
095/07/27,157
095/07/28,152
095/07/29,150
095/07/30,126
095/07/31,97
095/08/01,138
095/08/02,145
095/08/03,172
095/08/04,193
095/08/05,184
095/08/06,140
095/08/07,145
095/08/08,170
095/08/11,196
095/08/12,238
095/08/14,178
095/08/15,173
095/08/16,175
095/08/17,162
095/08/18,166
095/08/19,159
095/08/21,174
095/08/22,182
095/08/23,211
095/08/24,255
095/08/25,266
095/08/26,253
095/08/29,238
095/08/30,277
095/08/31,267
095/09/01,265
095/09/02,277
095/09/04,0
095/09/05,262
095/09/06,299
095/09/07,344
095/09/08,346
095/09/09,255
095/09/11,223
095/09/12,231
095/09/13,236
095/09/14,231
095/09/15,197
095/09/16,175
095/09/18,191
095/09/19,196
095/09/20,190
095/09/21,183
095/09/22,196
095/09/23,208
095/09/25,194
095/09/26,168
095/09/27,161
095/09/28,154
095/09/29,181
095/09/30,171
095/10/02,173
095/10/03,170
095/10/04,152
095/10/05,151
095/10/06,191
095/10/09,198
095/10/10,200
095/10/11,190
095/10/12,191
095/10/13,183
095/10/14,174
095/10/16,166
095/10/17,169
095/10/18,183
095/10/19,173
095/10/20,165
095/10/21,173
095/10/23,164
095/10/24,156
095/10/25,147
095/10/26,170
095/10/27,145
095/10/28,145
095/10/30,125
095/10/31,137
095/11/01,135
095/11/02,127
095/11/03,110
095/11/04,123
095/11/06,100
095/11/07,102
095/11/08,122
095/11/09,124
095/11/10,136
095/11/11,123
095/11/13,108
095/11/14,119
095/11/15,112
095/11/16,113
095/11/17,108
095/11/18,100
095/11/20,109
095/11/21,96
095/11/22,90
095/11/23,88
095/11/24,101
095/11/25,72
095/11/27,69
095/11/28,62
095/11/29,63
095/11/30,53
095/12/01,71
095/12/02,68
095/12/04,85
095/12/05,59
095/12/06,84
095/12/07,92
095/12/08,88
095/12/09,56
095/12/11,57
095/12/12,88
095/12/13,81
095/12/14,81
095/12/15,103
095/12/16,102
095/12/18,104
095/12/19,115
095/12/20,99
095/12/21,101
095/12/22,119
095/12/23,104
095/12/24,111
095/12/27,107
095/12/28,116
095/12/29,137
095/12/30,122
096/01/01,119
096/01/02,118
096/01/03,110
096/01/04,117
096/01/05,137
096/01/06,121
096/01/08,119
096/01/09,124
096/01/10,101
096/01/11,131
096/01/12,128
096/01/13,111
096/01/15,110
096/01/16,105
096/01/17,89
096/01/18,108
096/01/19,92
096/01/20,112
096/01/22,94
096/01/23,77
096/01/24,82
096/01/25,99
096/01/26,95
096/01/27,81
096/01/29,75
096/01/30,96
096/01/31,99
096/02/01,85
096/02/02,84
096/02/03,99
096/02/05,112
096/02/06,115
096/02/07,94
096/02/08,94
096/02/09,93
096/02/10,96
096/02/11,108
096/02/12,87
096/02/13,73
096/02/14,74
096/02/15,125
096/02/16,143
096/02/17,84
096/02/23,84
096/02/24,167
096/02/25,169
096/02/26,169
096/02/28,156
096/03/01,146
096/03/02,138
096/03/03,143
096/03/04,130
096/03/07,161
096/03/08,163
096/03/09,168
096/03/10,133
096/03/12,158
096/03/13,171
096/03/14,152
096/03/15,152
096/03/16,141
096/03/17,146
096/03/18,147
096/03/19,118
096/03/20,135
096/03/22,155
096/03/23,182
096/03/24,147
096/03/26,108
096/03/27,89
096/03/28,81
096/03/29,90
096/03/30,108
096/03/31,99
096/04/01,75
096/04/02,83
096/04/03,83
096/04/04,86
096/04/05,144
096/04/06,180
096/04/09,148
096/04/10,128
096/04/11,131
096/04/12,178
096/04/13,153
096/04/14,151
096/04/16,132
096/04/17,130
096/04/18,128
096/04/19,155
096/04/20,171
096/04/21,156
096/04/23,100
096/04/24,140
096/04/25,145
096/04/26,122
096/04/27,79
096/04/28,93
096/04/30,142
096/05/01,147
096/05/02,175
096/05/03,154
096/05/04,191
096/05/05,168
096/05/07,166
096/05/08,183
096/05/09,179
096/05/10,161
096/05/11,132
096/05/12,129
096/05/13,166
096/05/15,130
096/05/16,107
096/05/17,104
096/05/18,139
096/05/21,177
096/05/22,151
096/05/23,178
096/05/24,192
096/05/25,214
096/05/26,183
096/05/28,174
096/05/29,190
096/05/30,139
096/05/31,158
096/06/01,135
096/06/02,120
096/06/04,168
096/06/05,148
096/06/06,162
096/06/07,142
096/06/08,148
096/06/09,141
096/06/11,150
096/06/12,147
096/06/13,145
096/06/14,142
096/06/15,144
096/06/16,143
096/06/17,139
096/06/18,135
096/06/19,129
096/06/22,141
096/06/23,147
096/06/25,115
096/06/26,92
096/06/27,100
096/06/28,136
096/06/29,158
096/06/30,133
096/07/02,114
096/07/03,94
096/07/04,113
096/07/05,115
096/07/06,134
096/07/07,114
096/07/09,93
096/07/10,93
096/07/11,110
096/07/12,95
096/07/13,114
096/07/14,113
096/07/16,122
096/07/17,146
096/07/18,109
096/07/19,96
096/07/20,140
096/07/21,117
096/07/23,115
096/07/24,113
096/07/25,123
096/07/26,114
096/07/27,128
096/07/28,143
096/07/30,152
096/07/31,171
096/08/01,159
096/08/02,245
096/08/03,228
096/08/04,208
096/08/06,207
096/08/07,191
096/08/08,214
096/08/09,207
096/08/10,183
096/08/11,141
096/08/13,131
096/08/14,148
096/08/15,150
096/08/16,140
096/08/17,132
096/08/18,131
096/08/19,146
096/08/22,151
096/08/23,160
096/08/24,170
096/08/25,148
096/08/26,155
096/08/27,178
096/08/30,194
096/08/31,161
096/09/01,144
096/09/03,132
096/09/04,126
096/09/05,127
096/09/06,111
096/09/07,144
096/09/08,164
096/09/10,190
096/09/11,168
096/09/12,187
096/09/13,216
096/09/14,223
096/09/15,199
096/09/17,163
096/09/18,169
096/09/19,162
096/09/20,178
096/09/21,170
096/09/22,155
096/09/23,130
096/09/24,130
096/09/25,124
096/09/28,150
096/09/29,149
096/10/01,139
096/10/02,167
096/10/03,188
096/10/04,174
096/10/05,177
096/10/06,156
096/10/08,184
096/10/09,165
096/10/10,163
096/10/11,159
096/10/12,191
096/10/13,168
096/10/15,193
096/10/16,177
096/10/17,187
096/10/18,190
096/10/19,190
096/10/20,205
096/10/22,211
096/10/23,218
096/10/24,210
096/10/25,194
096/10/26,206
096/10/27,203
096/10/29,190
096/10/30,193
096/10/31,159
096/11/01,163
096/11/02,160
096/11/03,150
096/11/05,142
096/11/06,144
096/11/07,142
096/11/08,161
096/11/09,159
096/11/10,157
096/11/12,163
096/11/13,178
096/11/14,188
096/11/15,173
096/11/16,152
096/11/17,136
096/11/19,145
096/11/20,145
096/11/21,144
096/11/22,142
096/11/23,127
096/11/24,137
096/11/26,140
096/11/27,175
096/11/28,168
096/11/29,176
096/11/30,217
096/12/01,182
096/12/03,195
096/12/04,205
096/12/05,204
096/12/06,201
096/12/07,184
096/12/08,182
096/12/10,173
096/12/11,179
096/12/12,186
096/12/13,146
096/12/14,138
096/12/15,101
096/12/17,116
096/12/18,109
096/12/19,113
096/12/20,147
096/12/21,116
096/12/22,125
096/12/23,168
096/12/24,111
096/12/27,175
096/12/28,200
096/12/29,162
096/12/31,150
097/01/01,138
097/01/02,122
097/01/03,153
097/01/04,154
097/01/05,159
097/01/07,144
097/01/08,127
097/01/09,125
097/01/10,103
097/01/11,80
097/01/12,59
097/01/14,54
097/01/15,57
097/01/16,65
097/01/17,62
097/01/18,73
097/01/19,67
097/01/21,67
097/01/22,47
097/01/23,52
097/01/25,68
097/01/26,72
097/01/27,69
097/01/28,70
097/01/29,73
097/01/30,73
097/01/31,77
097/02/01,112
097/02/02,134
097/02/03,92
097/02/04,86
097/02/05,83
097/02/06,106
097/02/12,121
097/02/13,162
097/02/14,123
097/02/15,165
097/02/16,185
097/02/18,172
097/02/19,168
097/02/20,158
097/02/21,136
097/02/22,153
097/02/25,126
097/02/26,108
097/02/27,106
097/02/28,97
097/02/29,74
097/03/01,105
097/03/03,86
097/03/04,91
097/03/05,111
097/03/06,106
097/03/07,99
097/03/08,105
097/03/09,84
097/03/11,73
097/03/12,83
097/03/13,75
097/03/14,56
097/03/15,54
097/03/17,65
097/03/18,71
097/03/19,82
097/03/20,74
097/03/21,66
097/03/22,68
097/03/24,67
097/03/25,82
097/03/26,76
097/03/27,78
097/03/28,68
097/03/29,64
097/03/31,68
097/04/01,75
097/04/02,77
097/04/03,79
097/04/04,81
097/04/05,66
097/04/07,71
097/04/08,65
097/04/09,52
097/04/10,52
097/04/11,43
097/04/12,67
097/04/15,50
097/04/16,44
097/04/17,51
097/04/18,44
097/04/19,55
097/04/21,61
097/04/22,61
097/04/23,53
097/04/24,74
097/04/25,104
097/04/26,93
097/04/28,93
097/04/29,86
097/04/30,88
097/05/01,94
097/05/02,101
097/05/03,85
097/05/04,52
097/05/06,46
097/05/07,63
097/05/08,54
097/05/09,46
097/05/10,54
097/05/11,49
097/05/14,65
097/05/15,67
097/05/16,75
097/05/17,81
097/05/18,81
097/05/19,62
097/05/20,77
097/05/21,73
097/05/22,119
097/05/23,79
097/05/24,74
097/05/27,80
097/05/28,93
097/05/29,80
097/05/30,82
097/05/31,75
097/06/02,89
097/06/03,91
097/06/04,74
097/06/05,76
097/06/06,97
097/06/07,91
097/06/08,89
097/06/11,93
097/06/12,95
097/06/13,92
097/06/14,104
097/06/16,125
097/06/17,117
097/06/18,95
097/06/19,103
097/06/20,106
097/06/21,114
097/06/23,103
097/06/24,84
097/06/25,71
097/06/26,84
097/06/27,83
097/06/28,93
097/06/30,82
097/07/01,74
097/07/02,83
097/07/03,84
097/07/04,106
097/07/05,92
097/07/07,70
097/07/08,69
097/07/09,64
097/07/10,87
097/07/11,106
097/07/12,115
097/07/14,108
097/07/15,116
097/07/16,129
097/07/17,139
097/07/18,156
097/07/19,133
097/07/21,144
097/07/22,162
097/07/23,200
097/07/24,221
097/07/25,206
097/07/26,169
097/07/28,180
097/07/29,206
097/07/30,152
097/07/31,148
097/08/01,141
097/08/03,150
097/08/04,148
097/08/05,105
097/08/06,107
097/08/07,99
097/08/08,105
097/08/11,141
097/08/12,138
097/08/13,106
097/08/14,92
097/08/15,123
097/08/18,113
097/08/19,138
097/08/20,113
097/08/21,104
097/08/22,105
097/08/23,99
097/08/25,87
097/08/26,91
097/08/27,99
097/08/28,125
097/08/29,157
097/08/30,192
097/09/01,208
097/09/02,173
097/09/03,176
097/09/04,195
097/09/05,186
097/09/06,175
097/09/08,174
097/09/09,183
097/09/10,185
097/09/11,179
097/09/12,150
097/09/13,171
097/09/14,193
097/09/18,221
097/09/19,201
097/09/20,152
097/09/22,164
097/09/23,142
097/09/24,147
097/09/25,174
097/09/26,201
097/09/27,163
097/09/28,153
097/09/29,143
097/09/30,141
097/10/02,166
097/10/03,175
097/10/04,168
097/10/06,169
097/10/07,185
097/10/08,185
097/10/09,165
097/10/10,150
097/10/11,166
097/10/12,146
097/10/13,173
097/10/15,231
097/10/16,230
097/10/17,209
097/10/18,176
097/10/20,155
097/10/21,170
097/10/22,143
097/10/23,138
097/10/24,141
097/10/25,148
097/10/27,135
097/10/28,136
097/10/29,127
097/10/30,109
097/10/31,136
097/11/01,108
097/11/03,99
097/11/04,122
097/11/05,106
097/11/06,105
097/11/07,116
097/11/08,124
097/11/10,136
097/11/11,136
097/11/12,155
097/11/13,191
097/11/14,171
097/11/15,183
097/11/17,173
097/11/18,197
097/11/19,198
097/11/20,189
097/11/21,175
097/11/22,162
097/11/24,151
097/11/25,126
097/11/26,116
097/11/27,134
097/11/28,138
097/11/29,150
097/12/01,180
097/12/02,200
097/12/03,184
097/12/04,196
097/12/05,196
097/12/06,203
097/12/08,205
097/12/09,234
097/12/10,194
097/12/11,192
097/12/12,191
097/12/13,184
097/12/15,208
097/12/16,217
097/12/17,195
097/12/18,188
097/12/19,191
097/12/20,159
097/12/21,161
097/12/22,175
097/12/23,166
097/12/24,162
097/12/25,136
097/12/26,145
097/12/27,157
097/12/30,161
097/12/31,161
098/01/01,135
098/01/02,148
098/01/03,127
098/01/05,125
098/01/06,114
098/01/07,111
098/01/08,122
098/01/09,100
098/01/10,110
098/01/13,157
098/01/14,224
098/01/15,173
098/01/16,174
098/01/17,208
098/01/18,175
098/01/19,190
098/01/20,155
098/01/21,229
098/01/22,225
098/01/23,209
098/01/24,154
098/01/25,148
098/01/31,137
098/02/01,125
098/02/02,93
098/02/03,127
098/02/05,144
098/02/06,135
098/02/07,108
098/02/08,88
098/02/09,124
098/02/10,129
098/02/11,122
098/02/12,124
098/02/13,121
098/02/14,103
098/02/17,72
098/02/18,66
098/02/19,71
098/02/20,55
098/02/21,54
098/02/23,80
098/02/24,65
098/02/25,49
098/02/26,49
098/02/27,61
098/02/28,54
098/03/02,49
098/03/03,48
098/03/04,58
098/03/05,52
098/03/06,65
098/03/07,54
098/03/09,79
098/03/10,94
098/03/11,89
098/03/12,107
098/03/13,100
098/03/14,90
098/03/16,116
098/03/17,128
098/03/18,105
098/03/19,105
098/03/20,88
098/03/21,71
098/03/23,67
098/03/24,80
098/03/25,71
098/03/26,79
098/03/27,74
098/03/28,89
098/03/30,84
098/03/31,86
098/04/01,65
098/04/02,82
098/04/03,70
098/04/04,75
098/04/06,68
098/04/07,70
098/04/08,98
098/04/09,72
098/04/10,82
098/04/11,77
098/04/13,85
098/04/14,90
098/04/15,98
098/04/16,102
098/04/17,120
098/04/18,133
098/04/20,138
098/04/21,121
098/04/22,126
098/04/23,121
098/04/24,152
098/04/25,141
098/04/27,145
098/04/28,146
098/04/29,169
098/04/30,172
098/05/01,171
098/05/02,159
098/05/04,135
098/05/05,162
098/05/06,157
098/05/07,199
098/05/08,159
098/05/09,165
098/05/11,208
098/05/12,184
098/05/13,177
098/05/14,186
098/05/15,195
098/05/16,174
098/05/18,131
098/05/19,150
098/05/20,140
098/05/21,152
098/05/22,137
098/05/23,127
098/05/25,122
098/05/26,109
098/05/27,130
098/05/28,149
098/05/29,123
098/05/30,113
098/06/01,106
098/06/02,114
098/06/03,119
098/06/04,115
098/06/05,112
098/06/06,136
098/06/08,159
098/06/09,178
098/06/10,192
098/06/11,175
098/06/12,158
098/06/13,158
098/06/15,154
098/06/16,124
098/06/17,120
098/06/18,131
098/06/19,136
098/06/20,115
098/06/22,115
098/06/23,115
098/06/24,119
098/06/25,105
098/06/26,120
098/06/27,131
098/06/29,115
098/06/30,97
098/07/01,108
098/07/02,127
098/07/03,101
098/07/04,109
098/07/06,118
098/07/07,132
098/07/08,127
098/07/09,128
098/07/10,118
098/07/11,125
098/07/14,138
098/07/15,125
098/07/16,109
098/07/17,87
098/07/18,95
098/07/20,111
098/07/21,125
098/07/22,144
098/07/23,134
098/07/24,142
098/07/25,143
098/07/28,132
098/07/29,141
098/07/30,129
098/07/31,85
098/08/01,95
098/08/03,120
098/08/04,101
098/08/05,84
098/08/06,88
098/08/07,109
098/08/08,93
098/08/11,81
098/08/12,118
098/08/13,134
098/08/14,132
098/08/15,98
098/08/17,129
098/08/18,137
098/08/19,128
098/08/20,112
098/08/21,137
098/08/22,158
098/08/24,213
098/08/25,177
098/08/26,143
098/08/27,166
098/08/28,193
098/08/29,179
098/08/31,197
098/09/01,174
098/09/02,135
098/09/03,142
098/09/04,156
098/09/05,161
098/09/08,146
098/09/09,141
098/09/10,112
098/09/11,107
098/09/12,115
098/09/14,112
098/09/15,117
098/09/16,109
098/09/17,100
098/09/18,118
098/09/19,144
098/09/21,159
098/09/22,153
098/09/23,112
098/09/24,129
098/09/25,165
098/09/26,150
098/09/28,200
098/09/29,192
098/09/30,208
098/10/01,209
098/10/02,170
098/10/03,145
098/10/06,119
098/10/07,146
098/10/08,158
098/10/09,144
098/10/10,124
098/10/12,150
098/10/13,150
098/10/14,146
098/10/15,140
098/10/16,139
098/10/17,140
098/10/19,149
098/10/20,184
098/10/21,212
098/10/22,194
098/10/23,167
098/10/24,138
098/10/26,180
098/10/27,182
098/10/28,192
098/10/29,238
098/10/30,235
098/10/31,225
098/11/02,231
098/11/03,243
098/11/04,239
098/11/05,218
098/11/06,183
098/11/07,160
098/11/09,138
098/11/10,145
098/11/11,169
098/11/12,142
098/11/13,150
098/11/14,117
098/11/16,92
098/11/17,78
098/11/18,68
098/11/19,97
098/11/20,89
098/11/21,115
098/11/23,101
098/11/24,93
098/11/25,81
098/11/26,99
098/11/27,110
098/11/28,94
098/11/30,85
098/12/01,86
098/12/02,83
098/12/03,103
098/12/04,90
098/12/05,83
098/12/07,105
098/12/08,102
098/12/09,127
098/12/10,130
098/12/11,129
098/12/12,113
098/12/14,122
098/12/15,124
098/12/16,112
098/12/17,128
098/12/18,128
098/12/19,148
098/12/21,161
098/12/22,191
098/12/23,198
098/12/24,191
098/12/25,179
098/12/28,152
098/12/29,151.1
098/12/30,167.8
098/12/31,169.9
099/01/01,180
099/01/02,142
099/01/04,124
099/01/05,104
099/01/06,119
099/01/07,124
099/01/08,136
099/01/09,106
099/01/11,147
099/01/12,153
099/01/13,151
099/01/14,140
099/01/15,171
099/01/16,197
099/01/18,185
099/01/19,191
099/01/20,169
099/01/21,172
099/01/22,135
099/01/23,114
099/01/25,123
099/01/26,142
099/01/27,137
099/01/28,120
099/01/29,122
099/02/01,103
099/02/02,95
099/02/03,98
099/02/04,85
099/02/05,112
099/02/06,110
099/02/07,110
099/02/08,113
099/02/09,86
099/02/10,90
099/02/11,114
099/02/12,139
099/02/13,83
099/02/19,104
099/02/20,168
099/02/21,123
099/02/22,144
099/02/24,167
099/02/25,131
099/02/26,116
099/02/27,116
099/03/01,122
099/03/02,90
099/03/03,84
099/03/04,84
099/03/05,92
099/03/06,95
099/03/08,97
099/03/09,102
099/03/10,140
099/03/11,109
099/03/12,108
099/03/13,109
099/03/15,117
099/03/16,99
099/03/17,101
099/03/18,124
099/03/19,118
099/03/20,126
099/03/22,84
099/03/23,75
099/03/24,64
099/03/25,71
099/03/26,92
099/03/27,104
099/03/29,101
099/03/30,106
099/03/31,80
099/04/01,92
099/04/02,95
099/04/03,117
099/04/04,108
099/04/05,93
099/04/07,115
099/04/08,136
099/04/09,135
099/04/10,126
099/04/12,115
099/04/13,109
099/04/14,113
099/04/15,123
099/04/16,167
099/04/17,117
099/04/19,114
099/04/20,123
099/04/21,129
099/04/22,154
099/04/23,147
099/04/24,129
099/04/26,134
099/04/27,126
099/04/28,132
099/04/29,138
099/04/30,151
099/05/01,141
099/05/03,168
099/05/04,159
099/05/05,151
099/05/06,148
099/05/07,139
099/05/08,151
099/05/10,161
099/05/11,164
099/05/12,136
099/05/13,113
099/05/14,103
099/05/15,109
099/05/17,118
099/05/18,121
099/05/19,105
099/05/20,87
099/05/21,76
099/05/22,68
099/05/24,71
099/05/25,79
099/05/26,99
099/05/27,87
099/05/28,66
099/05/29,79
099/05/31,58
